shipment_id,order_id,customer_id,shipment_date,warehouse,origin_city,destination_city,carrier,vehicle_type,weight_kg,distance_km,shipping_cost,status
SHP000022,ORD100022,CUST1634,2026-07-01,Chennai_WH05,Delhi,Jaipur,FedEx,Van,43.74,1552,3398.48,Delivered
SHP000023,ORD100023,CUST6560,2026-07-01,Bengaluru_WH03,Pune,Bengaluru,DHL,Bike,37.22,1791,3750.44,Delivered
SHP000024,ORD100024,CUST2651,2026-07-01,Mumbai_WH02,Delhi,Mumbai,Ecom Express,Van,49.93,789,2099.36,In Transit
SHP000025,ORD100025,CUST9020,2026-07-01,Chennai_WH05,Mumbai,Lucknow,Ecom Express,Van,36.64,348,1146.08,Delivered
SHP000026,ORD100026,CUST6092,2026-07-01,Hyderabad_WH04,Chennai,Lucknow,Ecom Express,Truck,22.93,1464,2990.36,Delivered
SHP000027,ORD100027,CUST9553,2026-07-01,Delhi_WH01,Mumbai,Bengaluru,DHL,Truck,9.71,129,428.72,Delivered
SHP000028,ORD100028,CUST8261,2026-07-01,Delhi_WH01,Ahmedabad,Hyderabad,Ecom Express,Truck,2.9,279,617.0,Delayed
SHP000029,ORD100029,CUST7381,2026-07-01,Chennai_WH05,Mumbai,Delhi,Delhivery,Bike,31.72,2014,4085.84,In Transit
SHP000030,ORD100030,CUST8702,2026-07-01,Delhi_WH01,Jaipur,Bengaluru,FedEx,Van,10.19,273,693.68,Delivered
SHP000031,ORD100031,CUST8945,2026-07-01,Hyderabad_WH04,Delhi,Kolkata,Ecom Express,Bike,34.83,1700,3557.96,Returned
SHP000032,ORD100032,CUST7400,2026-07-01,Hyderabad_WH04,Chennai,Mumbai,DHL,Bike,33.53,1321,2860.16,Delivered
SHP000033,ORD100033,CUST9126,2026-07-01,Delhi_WH01,Mumbai,Chennai,FedEx,Bike,16.53,1590,3140.36,Delivered
SHP000034,ORD100034,CUST2760,2026-07-01,Hyderabad_WH04,Delhi,Ahmedabad,Ecom Express,Truck,16.89,1552,3076.28,Delivered
SHP000035,ORD100035,CUST4366,2026-07-01,Mumbai_WH02,Hyderabad,Delhi,FedEx,Truck,25.76,210,767.12,Delivered
SHP000036,ORD100036,CUST4400,2026-07-01,Mumbai_WH02,Kolkata,Delhi,Blue Dart,Van,34.98,620,1615.76,Delivered
SHP000037,ORD100037,CUST3077,2026-07-01,Hyderabad_WH04,Ahmedabad,Pune,Blue Dart,Bike,46.6,2426,5006.0,In Transit
SHP000038,ORD100038,CUST1065,2026-07-01,Chennai_WH05,Hyderabad,Ahmedabad,Blue Dart,Van,24.88,1781,3584.36,Delivered
SHP000039,ORD100039,CUST8177,2026-07-01,Mumbai_WH02,Hyderabad,Lucknow,FedEx,Van,12.05,2066,3943.4,Delivered
SHP000040,ORD100040,CUST3265,2026-07-01,Bengaluru_WH03,Ahmedabad,Pune,DHL,Truck,25.14,1026,2228.48,Delivered
SHP000041,ORD100041,CUST1176,2026-07-01,Chennai_WH05,Jaipur,Bengaluru,Delhivery,Mini Truck,13.83,1770,3431.96,Delivered
SHP000042,ORD100042,CUST9101,2026-07-01,Mumbai_WH02,Pune,Delhi,FedEx,Mini Truck,23.79,1696,3418.28,Delayed
SHP000043,ORD100043,CUST6676,2026-07-01,Hyderabad_WH04,Pune,Lucknow,Delhivery,Mini Truck,27.48,904,2036.96,Delivered
SHP000044,ORD100044,CUST9719,2026-07-01,Delhi_WH01,Chennai,Jaipur,Blue Dart,Truck,37.43,1987,4105.76,Delivered
SHP000045,ORD100045,CUST2745,2026-07-01,Delhi_WH01,Bengaluru,Hyderabad,Delhivery,Mini Truck,42.97,316,1164.44,Delivered
SHP000046,ORD100046,CUST1168,2026-07-01,Hyderabad_WH04,Bengaluru,Hyderabad,Delhivery,Mini Truck,39.33,651,1723.76,Delivered
SHP000047,ORD100047,CUST6408,2026-07-01,Bengaluru_WH03,Pune,Lucknow,DHL,Bike,9.86,1168,2300.72,Delayed
SHP000048,ORD100048,CUST1568,2026-07-01,Mumbai_WH02,Kolkata,Jaipur,Ecom Express,Mini Truck,21.59,2320,4515.08,Delivered
SHP000049,ORD100049,CUST8378,2026-07-01,Delhi_WH01,Kolkata,Lucknow,DHL,Mini Truck,11.35,1398,2732.6,In Transit
SHP000050,ORD100050,CUST9623,2026-07-01,Chennai_WH05,Bengaluru,Jaipur,Delhivery,Van,15.81,1281,2575.52,Delivered
SHP000051,ORD100051,CUST9600,2026-07-01,Hyderabad_WH04,Kolkata,Bengaluru,Blue Dart,Mini Truck,29.32,217,822.44,Delayed
SHP000052,ORD100052,CUST4838,2026-07-01,Mumbai_WH02,Ahmedabad,Kolkata,Blue Dart,Truck,8.59,305,732.08,Delivered
SHP000053,ORD100053,CUST3439,2026-07-01,Mumbai_WH02,Jaipur,Kolkata,Blue Dart,Truck,32.21,942,2162.12,Delivered
SHP000054,ORD100054,CUST3687,2026-07-01,Mumbai_WH02,Hyderabad,Jaipur,Ecom Express,Mini Truck,1.28,292,620.96,Delayed
SHP000055,ORD100055,CUST1179,2026-07-01,Hyderabad_WH04,Kolkata,Bengaluru,Blue Dart,Bike,40.0,1509,3276.2,In Transit
SHP000056,ORD100056,CUST8995,2026-07-01,Hyderabad_WH04,Kolkata,Chennai,Blue Dart,Bike,32.82,573,1505.24,Delivered
SHP000057,ORD100057,CUST6166,2026-07-01,Delhi_WH01,Lucknow,Jaipur,Ecom Express,Mini Truck,15.83,763,1643.36,Delivered
SHP000058,ORD100058,CUST9402,2026-07-01,Mumbai_WH02,Pune,Mumbai,FedEx,Van,7.35,1743,3305.6,Delivered
SHP000059,ORD100059,CUST7512,2026-07-01,Delhi_WH01,Jaipur,Lucknow,Blue Dart,Mini Truck,31.02,2395,4763.24,In Transit
SHP000060,ORD100060,CUST2528,2026-07-01,Mumbai_WH02,Ahmedabad,Kolkata,DHL,Mini Truck,9.09,1338,2597.48,In Transit
SHP000061,ORD100061,CUST1191,2026-07-01,Chennai_WH05,Jaipur,Chennai,Blue Dart,Mini Truck,27.98,1323,2797.16,Delivered
SHP000062,ORD100062,CUST5737,2026-07-01,Bengaluru_WH03,Jaipur,Bengaluru,Ecom Express,Mini Truck,13.46,1706,3312.32,Cancelled
SHP000063,ORD100063,CUST7245,2026-07-01,Delhi_WH01,Delhi,Mumbai,Delhivery,Bike,37.53,2042,4205.96,Delivered
SHP000064,ORD100064,CUST3348,2026-07-01,Mumbai_WH02,Bengaluru,Hyderabad,Ecom Express,Van,36.1,1934,3994.4,Delivered
SHP000065,ORD100065,CUST6336,2026-07-01,Delhi_WH01,Delhi,Bengaluru,Delhivery,Bike,12.73,2418,4585.16,Delivered
SHP000066,ORD100066,CUST3346,2026-07-01,Chennai_WH05,Pune,Kolkata,Ecom Express,Truck,21.73,1176,2457.56,In Transit
SHP000067,ORD100067,CUST6712,2026-07-01,Chennai_WH05,Pune,Lucknow,Delhivery,Mini Truck,43.05,1945,4097.6,Delivered
SHP000068,ORD100068,CUST1305,2026-07-01,Chennai_WH05,Delhi,Hyderabad,Ecom Express,Truck,32.2,784,1877.6,Delivered
SHP000069,ORD100069,CUST7715,2026-07-01,Hyderabad_WH04,Hyderabad,Chennai,Ecom Express,Truck,34.29,1642,3447.08,Delivered
SHP000070,ORD100070,CUST1199,2026-07-01,Mumbai_WH02,Chennai,Bengaluru,Delhivery,Van,8.67,1588,3042.44,Cancelled
SHP000071,ORD100071,CUST3230,2026-07-01,Mumbai_WH02,Mumbai,Lucknow,Blue Dart,Bike,9.55,1612,3096.2,Delivered
SHP000072,ORD100072,CUST7781,2026-07-01,Bengaluru_WH03,Chennai,Pune,Ecom Express,Truck,45.0,157,902.6,Delivered
SHP000073,ORD100073,CUST3513,2026-07-01,Mumbai_WH02,Ahmedabad,Mumbai,DHL,Truck,38.92,2482,5014.64,Delivered
SHP000074,ORD100074,CUST8103,2026-07-01,Bengaluru_WH03,Hyderabad,Mumbai,DHL,Truck,13.11,2046,3920.12,Delivered
SHP000075,ORD100075,CUST1717,2026-07-01,Delhi_WH01,Kolkata,Lucknow,DHL,Truck,24.91,754,1736.12,Delivered
SHP000076,ORD100076,CUST3314,2026-07-01,Hyderabad_WH04,Lucknow,Jaipur,FedEx,Truck,31.61,79,601.52,Delivered
SHP000077,ORD100077,CUST2432,2026-07-01,Mumbai_WH02,Kolkata,Mumbai,Blue Dart,Van,21.58,1376,2815.76,Delivered
SHP000078,ORD100078,CUST2022,2026-07-01,Chennai_WH05,Lucknow,Mumbai,FedEx,Mini Truck,43.41,1856,3941.72,Delivered
SHP000079,ORD100079,CUST3475,2026-07-01,Chennai_WH05,Lucknow,Kolkata,DHL,Van,1.51,1950,3608.12,Delivered
SHP000080,ORD100080,CUST3963,2026-07-01,Mumbai_WH02,Lucknow,Kolkata,Ecom Express,Truck,40.41,1896,3977.72,Delayed
SHP000081,ORD100081,CUST9895,2026-07-01,Chennai_WH05,Kolkata,Jaipur,Blue Dart,Bike,37.68,2352,4765.76,Delivered
SHP000082,ORD100082,CUST2591,2026-07-01,Mumbai_WH02,Chennai,Jaipur,Blue Dart,Bike,5.52,181,472.04,In Transit
SHP000083,ORD100083,CUST9580,2026-07-01,Delhi_WH01,Kolkata,Bengaluru,DHL,Van,10.64,560,1215.68,Delivered
SHP000084,ORD100084,CUST2228,2026-07-01,Delhi_WH01,Hyderabad,Ahmedabad,Blue Dart,Mini Truck,28.52,2315,4589.24,Delivered
SHP000085,ORD100085,CUST2382,2026-07-01,Chennai_WH05,Lucknow,Hyderabad,Delhivery,Bike,10.57,1428,2777.24,Delivered
SHP000086,ORD100086,CUST2751,2026-07-01,Bengaluru_WH03,Delhi,Lucknow,Delhivery,Truck,24.61,1161,2465.12,Delivered
SHP000087,ORD100087,CUST5167,2026-07-01,Chennai_WH05,Mumbai,Hyderabad,Ecom Express,Van,34.81,241,931.52,Delivered
SHP000088,ORD100088,CUST1047,2026-07-01,Hyderabad_WH04,Bengaluru,Lucknow,FedEx,Truck,15.8,1646,3232.4,Delivered
SHP000089,ORD100089,CUST5901,2026-07-01,Mumbai_WH02,Mumbai,Hyderabad,Delhivery,Bike,12.94,739,1565.48,Delivered
SHP000090,ORD100090,CUST1762,2026-07-01,Bengaluru_WH03,Jaipur,Kolkata,FedEx,Mini Truck,33.41,1281,2786.72,Delivered
SHP000091,ORD100091,CUST6718,2026-07-01,Hyderabad_WH04,Jaipur,Ahmedabad,DHL,Mini Truck,4.72,1607,3029.24,Delivered
SHP000092,ORD100092,CUST9415,2026-07-01,Bengaluru_WH03,Delhi,Jaipur,FedEx,Mini Truck,42.78,1910,4031.36,Delivered
SHP000093,ORD100093,CUST6473,2026-07-01,Mumbai_WH02,Lucknow,Bengaluru,FedEx,Truck,11.17,2111,4013.84,Delivered
SHP000094,ORD100094,CUST9543,2026-07-01,Bengaluru_WH03,Jaipur,Hyderabad,Ecom Express,Bike,34.53,1623,3415.76,Delivered
SHP000095,ORD100095,CUST3083,2026-07-01,Delhi_WH01,Bengaluru,Mumbai,Ecom Express,Mini Truck,34.29,1797,3726.08,Delivered
SHP000096,ORD100096,CUST7026,2026-07-01,Bengaluru_WH03,Delhi,Kolkata,Blue Dart,Van,13.7,2047,3929.0,Delivered
SHP000097,ORD100097,CUST6867,2026-07-01,Hyderabad_WH04,Hyderabad,Bengaluru,DHL,Van,19.85,482,1185.8,In Transit
SHP000098,ORD100098,CUST1288,2026-07-01,Mumbai_WH02,Hyderabad,Ahmedabad,FedEx,Van,7.22,1991,3750.44,Delivered
SHP000099,ORD100099,CUST3125,2026-07-01,Delhi_WH01,Mumbai,Hyderabad,Blue Dart,Bike,40.47,255,1024.64,Delivered
SHP000100,ORD100100,CUST2387,2026-07-01,Hyderabad_WH04,Delhi,Lucknow,Delhivery,Van,2.14,605,1194.68,Delivered
SHP000101,ORD100101,CUST8895,2026-07-01,Delhi_WH01,Bengaluru,Delhi,DHL,Van,6.53,1499,2856.56,Delivered
SHP000102,ORD100102,CUST4154,2026-07-01,Delhi_WH01,Jaipur,Delhi,Blue Dart,Van,3.84,95,297.08,Delivered
SHP000103,ORD100103,CUST9614,2026-07-01,Chennai_WH05,Jaipur,Ahmedabad,DHL,Truck,36.46,655,1696.52,In Transit
SHP000104,ORD100104,CUST7205,2026-07-01,Bengaluru_WH03,Lucknow,Hyderabad,FedEx,Van,11.58,331,814.76,In Transit
SHP000105,ORD100105,CUST1451,2026-07-01,Hyderabad_WH04,Pune,Hyderabad,Ecom Express,Van,40.9,57,673.4,Delivered
SHP000106,ORD100106,CUST6986,2026-07-01,Mumbai_WH02,Ahmedabad,Pune,Delhivery,Mini Truck,27.18,333,1005.56,Delayed
SHP000107,ORD100107,CUST8545,2026-07-01,Chennai_WH05,Hyderabad,Lucknow,Ecom Express,Truck,31.24,1893,3862.28,In Transit
SHP000108,ORD100108,CUST2169,2026-07-01,Mumbai_WH02,Lucknow,Pune,Ecom Express,Van,19.28,858,1855.76,Delivered
SHP000109,ORD100109,CUST4613,2026-07-01,Chennai_WH05,Hyderabad,Mumbai,Blue Dart,Bike,33.0,1700,3536.0,Delivered
SHP000110,ORD100110,CUST1765,2026-07-01,Delhi_WH01,Lucknow,Pune,Delhivery,Truck,49.77,2218,4669.64,Delivered
SHP000111,ORD100111,CUST2213,2026-07-01,Mumbai_WH02,Hyderabad,Ahmedabad,DHL,Truck,29.85,578,1478.6,Delivered
SHP000112,ORD100112,CUST2133,2026-07-01,Hyderabad_WH04,Lucknow,Pune,FedEx,Van,7.23,128,397.16,Delivered
SHP000113,ORD100113,CUST5090,2026-07-01,Hyderabad_WH04,Lucknow,Mumbai,Ecom Express,Van,30.38,771,1832.36,Delivered
SHP000114,ORD100114,CUST7418,2026-07-01,Hyderabad_WH04,Mumbai,Ahmedabad,FedEx,Mini Truck,5.65,936,1832.6,Delivered
SHP000115,ORD100115,CUST9600,2026-07-01,Delhi_WH01,Lucknow,Ahmedabad,Ecom Express,Van,15.45,254,722.6,Delivered
SHP000116,ORD100116,CUST3167,2026-07-01,Chennai_WH05,Bengaluru,Chennai,Blue Dart,Truck,5.23,2342,4358.36,In Transit
SHP000117,ORD100117,CUST3866,2026-07-01,Chennai_WH05,Chennai,Ahmedabad,Ecom Express,Van,18.34,718,1592.48,Delivered
SHP000118,ORD100118,CUST3946,2026-07-01,Mumbai_WH02,Ahmedabad,Delhi,Blue Dart,Van,44.36,2347,4836.92,Delivered
SHP000119,ORD100119,CUST3550,2026-07-01,Mumbai_WH02,Jaipur,Hyderabad,Delhivery,Truck,31.83,896,2074.76,In Transit
SHP000120,ORD100120,CUST5008,2026-07-01,Bengaluru_WH03,Kolkata,Lucknow,Delhivery,Bike,34.03,1529,3240.56,In Transit
SHP000121,ORD100121,CUST2947,2026-07-01,Hyderabad_WH04,Ahmedabad,Hyderabad,Delhivery,Mini Truck,25.32,1946,3886.64,In Transit
SHP000122,ORD100122,CUST3292,2026-07-01,Delhi_WH01,Bengaluru,Pune,DHL,Bike,28.81,2094,4194.92,Delivered
SHP000123,ORD100123,CUST8461,2026-07-01,Delhi_WH01,Jaipur,Lucknow,Delhivery,Mini Truck,35.4,1312,2866.4,Delivered
SHP000124,ORD100124,CUST1538,2026-07-01,Hyderabad_WH04,Chennai,Bengaluru,DHL,Van,45.97,455,1450.64,Delivered
SHP000125,ORD100125,CUST6567,2026-07-01,Chennai_WH05,Chennai,Ahmedabad,Blue Dart,Mini Truck,34.54,1792,3720.08,Delivered
SHP000126,ORD100126,CUST8593,2026-07-01,Hyderabad_WH04,Bengaluru,Chennai,FedEx,Mini Truck,41.61,1075,2514.32,Delayed
SHP000127,ORD100127,CUST2711,2026-07-01,Bengaluru_WH03,Bengaluru,Jaipur,Delhivery,Bike,15.33,795,1694.96,Delivered
SHP000128,ORD100128,CUST6358,2026-07-01,Hyderabad_WH04,Ahmedabad,Delhi,DHL,Van,32.47,802,1913.24,In Transit
SHP000129,ORD100129,CUST5075,2026-07-01,Hyderabad_WH04,Ahmedabad,Bengaluru,Blue Dart,Truck,27.74,83,562.28,Delivered
SHP000130,ORD100130,CUST4334,2026-07-01,Mumbai_WH02,Chennai,Jaipur,FedEx,Mini Truck,28.99,1721,3525.68,In Transit
SHP000131,ORD100131,CUST8775,2026-07-01,Bengaluru_WH03,Kolkata,Bengaluru,Ecom Express,Mini Truck,15.81,1187,2406.32,Cancelled
SHP000132,ORD100132,CUST7346,2026-07-01,Hyderabad_WH04,Chennai,Delhi,Blue Dart,Truck,39.18,1990,4132.16,Delivered
SHP000133,ORD100133,CUST7377,2026-07-01,Hyderabad_WH04,Mumbai,Ahmedabad,Ecom Express,Truck,16.61,1258,2543.72,Delivered
SHP000134,ORD100134,CUST8134,2026-07-01,Delhi_WH01,Pune,Jaipur,DHL,Van,18.53,1795,3533.36,Delivered
SHP000135,ORD100135,CUST8418,2026-07-01,Bengaluru_WH03,Chennai,Kolkata,Delhivery,Bike,38.9,788,1965.2,In Transit
SHP000136,ORD100136,CUST4250,2026-07-01,Hyderabad_WH04,Ahmedabad,Kolkata,Delhivery,Truck,26.93,779,1805.36,Delivered
SHP000137,ORD100137,CUST1600,2026-07-01,Hyderabad_WH04,Delhi,Kolkata,Delhivery,Mini Truck,21.33,2419,4690.16,Delivered
SHP000138,ORD100138,CUST7248,2026-07-01,Mumbai_WH02,Chennai,Mumbai,FedEx,Bike,19.25,136,555.8,Delivered
SHP000139,ORD100139,CUST7594,2026-07-01,Hyderabad_WH04,Jaipur,Delhi,Blue Dart,Mini Truck,3.61,1542,2898.92,Delivered
SHP000140,ORD100140,CUST4754,2026-07-01,Delhi_WH01,Lucknow,Chennai,Delhivery,Van,14.37,1688,3290.84,In Transit
SHP000141,ORD100141,CUST7591,2026-07-01,Mumbai_WH02,Lucknow,Kolkata,FedEx,Mini Truck,12.27,1423,2788.64,In Transit
SHP000142,ORD100142,CUST4571,2026-07-01,Hyderabad_WH04,Jaipur,Delhi,Ecom Express,Mini Truck,43.93,2347,4831.76,Delivered
SHP000143,ORD100143,CUST4592,2026-07-01,Hyderabad_WH04,Chennai,Ahmedabad,Delhivery,Truck,32.62,887,2068.04,Delivered
SHP000144,ORD100144,CUST6414,2026-07-01,Chennai_WH05,Lucknow,Mumbai,DHL,Bike,17.91,787,1711.52,Delivered
SHP000145,ORD100145,CUST4237,2026-07-01,Delhi_WH01,Hyderabad,Chennai,Ecom Express,Bike,4.8,1391,2641.4,Delivered
SHP000146,ORD100146,CUST2866,2026-07-01,Delhi_WH01,Mumbai,Chennai,Blue Dart,Mini Truck,13.27,622,1358.84,Delivered
SHP000147,ORD100147,CUST8952,2026-07-01,Delhi_WH01,Bengaluru,Lucknow,Delhivery,Truck,32.91,2107,4267.52,Delivered
SHP000148,ORD100148,CUST3257,2026-07-01,Chennai_WH05,Pune,Chennai,DHL,Truck,23.62,1887,3760.04,Delivered
SHP000149,ORD100149,CUST1122,2026-07-01,Hyderabad_WH04,Kolkata,Ahmedabad,DHL,Truck,40.16,437,1348.52,Delivered
SHP000150,ORD100150,CUST9845,2026-07-01,Bengaluru_WH03,Bengaluru,Pune,Delhivery,Mini Truck,0.87,1356,2531.24,In Transit
SHP000151,ORD100151,CUST7587,2026-07-01,Mumbai_WH02,Lucknow,Mumbai,Ecom Express,Van,28.84,2338,4634.48,In Transit
SHP000152,ORD100152,CUST6733,2026-07-01,Delhi_WH01,Bengaluru,Kolkata,FedEx,Van,14.63,1313,2618.96,In Transit
SHP000153,ORD100153,CUST2657,2026-07-01,Delhi_WH01,Jaipur,Pune,DHL,Mini Truck,29.47,2453,4849.04,Delivered
SHP000154,ORD100154,CUST1081,2026-07-01,Bengaluru_WH03,Ahmedabad,Delhi,Blue Dart,Bike,9.68,2403,4521.56,Delivered
SHP000155,ORD100155,CUST1479,2026-07-01,Mumbai_WH02,Hyderabad,Ahmedabad,Blue Dart,Mini Truck,21.87,2183,4271.84,Delivered
SHP000156,ORD100156,CUST6156,2026-07-01,Bengaluru_WH03,Bengaluru,Hyderabad,Ecom Express,Van,49.55,327,1263.2,In Transit
SHP000157,ORD100157,CUST7358,2026-07-01,Chennai_WH05,Mumbai,Lucknow,Blue Dart,Mini Truck,38.4,2339,4751.0,Delivered
SHP000158,ORD100158,CUST3071,2026-07-01,Mumbai_WH02,Chennai,Hyderabad,Ecom Express,Bike,37.07,1642,3480.44,Delivered
SHP000159,ORD100159,CUST8710,2026-07-01,Hyderabad_WH04,Bengaluru,Lucknow,FedEx,Bike,23.34,1742,3495.68,Delivered
SHP000160,ORD100160,CUST3365,2026-07-01,Mumbai_WH02,Lucknow,Ahmedabad,Delhivery,Van,24.98,2413,4723.16,In Transit
SHP000161,ORD100161,CUST6268,2026-07-01,Chennai_WH05,Jaipur,Pune,Blue Dart,Truck,26.36,2213,4379.72,Delivered
SHP000162,ORD100162,CUST7711,2026-07-01,Chennai_WH05,Delhi,Mumbai,FedEx,Van,36.52,2215,4505.24,Delivered
SHP000163,ORD100163,CUST7482,2026-07-01,Hyderabad_WH04,Kolkata,Hyderabad,Ecom Express,Bike,35.78,137,755.96,In Transit
SHP000164,ORD100164,CUST7794,2026-07-01,Mumbai_WH02,Chennai,Bengaluru,DHL,Truck,40.6,1508,3281.6,Delayed
SHP000165,ORD100165,CUST4262,2026-07-01,Delhi_WH01,Jaipur,Bengaluru,DHL,Bike,7.08,1915,3611.96,Delivered
SHP000166,ORD100166,CUST8002,2026-07-01,Mumbai_WH02,Delhi,Chennai,Blue Dart,Bike,42.4,1109,2585.0,Delivered
SHP000167,ORD100167,CUST7120,2026-07-01,Hyderabad_WH04,Jaipur,Chennai,Ecom Express,Bike,10.46,582,1253.12,Delivered
SHP000168,ORD100168,CUST1885,2026-07-01,Hyderabad_WH04,Lucknow,Bengaluru,FedEx,Bike,47.59,517,1581.68,Delivered
SHP000169,ORD100169,CUST4477,2026-07-01,Mumbai_WH02,Jaipur,Hyderabad,Ecom Express,Truck,11.58,1544,2998.16,In Transit
SHP000170,ORD100170,CUST5942,2026-07-01,Bengaluru_WH03,Ahmedabad,Delhi,DHL,Truck,13.5,1004,2049.2,Delivered
SHP000171,ORD100171,CUST3639,2026-07-01,Bengaluru_WH03,Bengaluru,Delhi,DHL,Van,3.46,567,1142.12,Delivered
SHP000172,ORD100172,CUST7708,2026-07-01,Chennai_WH05,Mumbai,Pune,DHL,Bike,18.95,525,1252.4,Delivered
SHP000173,ORD100173,CUST3409,2026-07-01,Delhi_WH01,Kolkata,Pune,Blue Dart,Van,4.95,130,373.4,In Transit
SHP000174,ORD100174,CUST4477,2026-07-01,Delhi_WH01,Lucknow,Ahmedabad,FedEx,Truck,43.15,1491,3281.6,Delivered
SHP000175,ORD100175,CUST9123,2026-07-01,Delhi_WH01,Jaipur,Lucknow,DHL,Van,12.55,987,2007.2,In Transit
SHP000176,ORD100176,CUST9363,2026-07-01,Hyderabad_WH04,Ahmedabad,Mumbai,Delhivery,Mini Truck,24.75,1863,3730.4,In Transit
SHP000177,ORD100177,CUST1787,2026-07-01,Mumbai_WH02,Bengaluru,Ahmedabad,DHL,Bike,45.09,1884,4012.28,In Transit
SHP000178,ORD100178,CUST9175,2026-07-01,Bengaluru_WH03,Jaipur,Bengaluru,Delhivery,Mini Truck,6.97,341,777.44,Delayed
SHP000179,ORD100179,CUST4152,2026-07-01,Chennai_WH05,Jaipur,Bengaluru,DHL,Truck,17.42,1295,2620.04,Delivered
SHP000180,ORD100180,CUST5845,2026-07-01,Bengaluru_WH03,Chennai,Mumbai,Blue Dart,Truck,5.75,2360,4397.0,Delivered
SHP000181,ORD100181,CUST9293,2026-07-01,Delhi_WH01,Hyderabad,Jaipur,Delhivery,Mini Truck,22.51,1403,2875.52,In Transit
SHP000182,ORD100182,CUST2879,2026-07-01,Mumbai_WH02,Hyderabad,Mumbai,FedEx,Bike,42.38,2343,4805.96,Delivered
SHP000183,ORD100183,CUST8869,2026-07-01,Chennai_WH05,Bengaluru,Kolkata,FedEx,Mini Truck,34.38,636,1637.36,In Transit
SHP000184,ORD100184,CUST6891,2026-07-01,Mumbai_WH02,Hyderabad,Lucknow,Ecom Express,Bike,6.13,2415,4500.56,Delivered
SHP000185,ORD100185,CUST2178,2026-07-01,Hyderabad_WH04,Pune,Ahmedabad,Ecom Express,Truck,40.99,926,2238.68,Delivered
SHP000186,ORD100186,CUST2995,2026-07-01,Delhi_WH01,Jaipur,Kolkata,Blue Dart,Mini Truck,44.82,650,1787.84,Delivered
SHP000187,ORD100187,CUST5700,2026-07-01,Hyderabad_WH04,Ahmedabad,Lucknow,Blue Dart,Van,8.24,331,774.68,Delivered
